# gapseq version: 2.0.0
# Transporter sequence DB md5sum: b99a77e (2026-05-26)
# genome_format=prot
id	tc	sub	sub_gapseq	exid	rea	qseqid	pident	evalue	bitscore	qcovs	stitle	sstart	send	comment
gnl|TC-DB|P43007|2.A.23.3.1	2.A.23.3.1	serine	L-Serine	EX_cpd00054_e0	rxn05307,rxn09246,rxn09247,rxn09714,rxn10185,rxn34404,rxn34405,rxn34530	gnl|TC-DB|P43007|2.A.23.3.1	27.5	7.97e-34	126	76.5	WP_014895106.1 cation:dicarboxylase symporter family transporter [Candidatus Portiera aleyrodidarum]	46	423	transporter
gnl|TC-DB|P43007|2.A.23.3.1	2.A.23.3.1	cysteine	L-Cysteine	EX_cpd00084_e0	rxn09690	gnl|TC-DB|P43007|2.A.23.3.1	27.5	7.97e-34	126	76.5	WP_014895106.1 cation:dicarboxylase symporter family transporter [Candidatus Portiera aleyrodidarum]	46	423	transporter
gnl|TC-DB|P43007|2.A.23.3.1	2.A.23.3.1	L-Threonine	L-Threonine	EX_cpd00161_e0	rxn05300,rxn09304,rxn09305,rxn09306,rxn09710,rxn10186,rxn12456,rxn13747,rxn34409,rxn34410,rxn34535	gnl|TC-DB|P43007|2.A.23.3.1	27.5	7.97e-34	126	76.5	WP_014895106.1 cation:dicarboxylase symporter family transporter [Candidatus Portiera aleyrodidarum]	46	423	transporter
gnl|TC-DB|P43007|2.A.23.3.1	2.A.23.3.1	Sodium	Sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|P43007|2.A.23.3.1	27.5	7.97e-34	126	76.5	WP_014895106.1 cation:dicarboxylase symporter family transporter [Candidatus Portiera aleyrodidarum]	46	423	transporter
gnl|TC-DB|Q9KD98|2.A.63.1.2	2.A.63.1.2	Sodium	Sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|Q9KD98|2.A.63.1.2	24.5	4.49e-29	113	94.3	WP_014894923.1 NADH-quinone oxidoreductase subunit M [Candidatus Portiera aleyrodidarum]	9	478	transporter
gnl|TC-DB|Q9KD98|2.A.63.1.2	2.A.63.1.2	Sodium	Sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|Q9KD98|2.A.63.1.2	27.6	2.49e-18	80.5	79.3	WP_014894922.1 NADH-quinone oxidoreductase subunit N [Candidatus Portiera aleyrodidarum]	3	380	transporter
gnl|TC-DB|O05229|2.A.63.1.4	2.A.63.1.4	Sodium	Sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|O05229|2.A.63.1.4	24.6	3.99e-27	107	76.7	WP_014894923.1 NADH-quinone oxidoreductase subunit M [Candidatus Portiera aleyrodidarum]	65	444	transporter
gnl|TC-DB|P94633|2.A.75.1.1	2.A.75.1.1	lysine	L-Lysine	EX_cpd00039_e0	rxn05305,rxn08854,rxn08855,rxn09674,rxn09740,rxn12378,rxn13343,rxn10834,rxn33297	gnl|TC-DB|P94633|2.A.75.1.1	25.3	6.25e-16	67.4	96.6	WP_014894959.1 LysE family transporter [Candidatus Portiera aleyrodidarum]	9	198	transporter
gnl|TC-DB|P94633|2.A.75.1.1	2.A.75.1.1	arginine	L-Arginine	EX_cpd00051_e0	rxn05303,rxn08154,rxn09783,rxn12437,rxn13228,rxn30457,rxn10840,rxn33718	gnl|TC-DB|P94633|2.A.75.1.1	25.3	6.25e-16	67.4	96.6	WP_014894959.1 LysE family transporter [Candidatus Portiera aleyrodidarum]	9	198	transporter
gnl|TC-DB|P94633|2.A.75.1.1	2.A.75.1.1	histidine	L-Histidine	EX_cpd00119_e0	rxn05299,rxn08719,rxn09744,rxn13314,rxn34384	gnl|TC-DB|P94633|2.A.75.1.1	25.3	6.25e-16	67.4	96.6	WP_014894959.1 LysE family transporter [Candidatus Portiera aleyrodidarum]	9	198	transporter
gnl|TC-DB|P11667|2.A.75.1.2	2.A.75.1.2	lysine	L-Lysine	EX_cpd00039_e0	rxn05305,rxn08854,rxn08855,rxn09674,rxn09740,rxn12378,rxn13343,rxn10834,rxn33297	gnl|TC-DB|P11667|2.A.75.1.2	38.2	3.38e-39	127	90.5	WP_014894959.1 LysE family transporter [Candidatus Portiera aleyrodidarum]	9	196	transporter
gnl|TC-DB|P11667|2.A.75.1.2	2.A.75.1.2	arginine	L-Arginine	EX_cpd00051_e0	rxn05303,rxn08154,rxn09783,rxn12437,rxn13228,rxn30457,rxn10840,rxn33718	gnl|TC-DB|P11667|2.A.75.1.2	38.2	3.38e-39	127	90.5	WP_014894959.1 LysE family transporter [Candidatus Portiera aleyrodidarum]	9	196	transporter
gnl|TC-DB|P11667|2.A.75.1.2	2.A.75.1.2	histidine	L-Histidine	EX_cpd00119_e0	rxn05299,rxn08719,rxn09744,rxn13314,rxn34384	gnl|TC-DB|P11667|2.A.75.1.2	38.2	3.38e-39	127	90.5	WP_014894959.1 LysE family transporter [Candidatus Portiera aleyrodidarum]	9	196	transporter
gnl|TC-DB|Q8J305|2.A.95.1.4	2.A.95.1.4	glycine	Glycine	EX_cpd00033_e0	rxn05582,rxn08660,rxn08661,rxn09748,rxn10537,rxn12379,rxn34381,rxn34382,rxn34466,rxn34502	gnl|TC-DB|Q8J305|2.A.95.1.4	27.3	1.14e-18	74.7	95.8	WP_014895165.1 MarC family NAAT transporter [Candidatus Portiera aleyrodidarum]	3	205	transporter
gnl|TC-DB|Q8J305|2.A.95.1.4	2.A.95.1.4	L-Alanine	L-Alanine	EX_cpd00035_e0	rxn05215,rxn05496,rxn08101,rxn08102,rxn34464,rxn34465,rxn34485,rxn34486	gnl|TC-DB|Q8J305|2.A.95.1.4	27.3	1.14e-18	74.7	95.8	WP_014895165.1 MarC family NAAT transporter [Candidatus Portiera aleyrodidarum]	3	205	transporter
gnl|TC-DB|Q8J305|2.A.95.1.4	2.A.95.1.4	L-Serine	L-Serine	EX_cpd00054_e0	rxn05307,rxn09246,rxn09247,rxn09714,rxn10185,rxn34404,rxn34405,rxn34530	gnl|TC-DB|Q8J305|2.A.95.1.4	27.3	1.14e-18	74.7	95.8	WP_014895165.1 MarC family NAAT transporter [Candidatus Portiera aleyrodidarum]	3	205	transporter
gnl|TC-DB|Q8J305|2.A.95.1.4	2.A.95.1.4	L-Threonine	L-Threonine	EX_cpd00161_e0	rxn05300,rxn09304,rxn09305,rxn09306,rxn09710,rxn10186,rxn12456,rxn13747,rxn34409,rxn34410,rxn34535	gnl|TC-DB|Q8J305|2.A.95.1.4	27.3	1.14e-18	74.7	95.8	WP_014895165.1 MarC family NAAT transporter [Candidatus Portiera aleyrodidarum]	3	205	transporter
gnl|TC-DB|D3P9M4|2.A.95.1.6	2.A.95.1.6	serine	L-Serine	EX_cpd00054_e0	rxn05307,rxn09246,rxn09247,rxn09714,rxn10185,rxn34404,rxn34405,rxn34530	gnl|TC-DB|D3P9M4|2.A.95.1.6	25.8	7.85e-11	52.8	88.4	WP_014895165.1 MarC family NAAT transporter [Candidatus Portiera aleyrodidarum]	15	203	transporter
gnl|TC-DB|GAD20700.1|3.A.1.103.7	3.A.1.103.7	Phosphate	Phosphate	EX_cpd00009_e0	rxn05145,rxn09122	gnl|TC-DB|GAD20700.1|3.A.1.103.7	24.2	1.82e-05	38.1	83.6	WP_014894975.1 ABC transporter permease [Candidatus Portiera aleyrodidarum]	5	224	transporter
gnl|TC-DB|K6BJ24|3.A.1.107.4	3.A.1.107.4	Heme	Heme	EX_cpd00028_e0	rxn05148,rxn09115,rxn27591	gnl|TC-DB|K6BJ24|3.A.1.107.4	25.5	4.12e-08	45.4	81.2	WP_014894969.1 Fe-S cluster assembly ATPase SufC [Candidatus Portiera aleyrodidarum]	16	204	transporter
gnl|TC-DB|P46903|3.A.1.115.1	3.A.1.115.1	Sodium	Sodium	EX_cpd00971_e0	rxn05622,rxn34391,rxn34513	gnl|TC-DB|P46903|3.A.1.115.1	34.3	9.45e-34	117	85.4	WP_014894974.1 ABC transporter ATP-binding protein [Candidatus Portiera aleyrodidarum]	16	225	transporter
gnl|TC-DB|P46903|3.A.1.115.1	3.A.1.115.1	Sodium	Sodium	EX_cpd00971_e0	rxn05622,rxn34391,rxn34513	gnl|TC-DB|P46903|3.A.1.115.1	22.3	8.82e-10	50.8	87.8	WP_014894969.1 Fe-S cluster assembly ATPase SufC [Candidatus Portiera aleyrodidarum]	17	245	transporter
gnl|TC-DB|Q7UQ83|3.A.1.115.2	3.A.1.115.2	Sodium	Sodium	EX_cpd00971_e0	rxn05622,rxn34391,rxn34513	gnl|TC-DB|Q7UQ83|3.A.1.115.2	30.8	5.94e-33	115	84.5	WP_014894974.1 ABC transporter ATP-binding protein [Candidatus Portiera aleyrodidarum]	6	216	transporter
gnl|TC-DB|Q8ZPK4|3.A.1.12.14	3.A.1.12.14	glycine	Glycine	EX_cpd00033_e0	rxn10862,rxn12799,rxn34108,rxn34109	gnl|TC-DB|Q8ZPK4|3.A.1.12.14	28.3	7.27e-31	113	75.7	WP_014894974.1 ABC transporter ATP-binding protein [Candidatus Portiera aleyrodidarum]	6	288	transporter
gnl|TC-DB|Q8ZPK4|3.A.1.12.14	3.A.1.12.14	proline	L-Proline	EX_cpd00129_e0	rxn05165,rxn09187	gnl|TC-DB|Q8ZPK4|3.A.1.12.14	28.3	7.27e-31	113	75.7	WP_014894974.1 ABC transporter ATP-binding protein [Candidatus Portiera aleyrodidarum]	6	288	transporter
gnl|TC-DB|Q8ZPK4|3.A.1.12.14	3.A.1.12.14	Betaine	Betaine	EX_cpd00540_e0	rxn05181,rxn08637,rxn11216	gnl|TC-DB|Q8ZPK4|3.A.1.12.14	28.3	7.27e-31	113	75.7	WP_014894974.1 ABC transporter ATP-binding protein [Candidatus Portiera aleyrodidarum]	6	288	transporter
gnl|TC-DB|Q9KKE1|3.A.1.12.6	3.A.1.12.6	histidine	L-Histidine	EX_cpd00119_e0	rxn05164,rxn08718	gnl|TC-DB|Q9KKE1|3.A.1.12.6	28.3	3.79e-23	90.1	76.4	WP_014894974.1 ABC transporter ATP-binding protein [Candidatus Portiera aleyrodidarum]	22	226	transporter
gnl|TC-DB|Q9KKE1|3.A.1.12.6	3.A.1.12.6	proline	L-Proline	EX_cpd00129_e0	rxn05165,rxn09187	gnl|TC-DB|Q9KKE1|3.A.1.12.6	28.3	3.79e-23	90.1	76.4	WP_014894974.1 ABC transporter ATP-binding protein [Candidatus Portiera aleyrodidarum]	22	226	transporter
gnl|TC-DB|P06611|3.A.1.13.1	3.A.1.13.1	cyanocob(III)alamin	Vitamin B12	EX_cpd03424_e0	rxn05187	gnl|TC-DB|P06611|3.A.1.13.1	22.2	5.88e-07	42.7	80.7	WP_014894974.1 ABC transporter ATP-binding protein [Candidatus Portiera aleyrodidarum]	28	227	transporter
gnl|TC-DB|P06611|3.A.1.13.1	3.A.1.13.1	cyanocob(III)alamin	Vitamin B12	EX_cpd03424_e0	rxn05187	gnl|TC-DB|P06611|3.A.1.13.1	22.8	2.91e-05	37.4	83.1	WP_014894969.1 Fe-S cluster assembly ATPase SufC [Candidatus Portiera aleyrodidarum]	10	228	transporter
gnl|TC-DB|G2SET5|3.A.1.132.14	3.A.1.132.14	Sulfate	Sulfate	EX_cpd00048_e0	rxn05153,rxn09276,rxn29239	gnl|TC-DB|G2SET5|3.A.1.132.14	33.5	1.23e-35	122	88.3	WP_014894974.1 ABC transporter ATP-binding protein [Candidatus Portiera aleyrodidarum]	11	226	transporter
gnl|TC-DB|P77279|3.A.1.139.2	3.A.1.139.2	Iron	Fe2+	EX_cpd10515_e0	rxn05555,rxn08472	gnl|TC-DB|P77279|3.A.1.139.2	28.8	2.34e-17	72.8	79.1	WP_014894974.1 ABC transporter ATP-binding protein [Candidatus Portiera aleyrodidarum]	22	200	transporter
gnl|TC-DB|P77279|3.A.1.139.2	3.A.1.139.2	Iron	Fe3+	EX_cpd10516_e0	rxn05195,rxn08477,rxn34370	gnl|TC-DB|P77279|3.A.1.139.2	28.8	2.34e-17	72.8	79.1	WP_014894974.1 ABC transporter ATP-binding protein [Candidatus Portiera aleyrodidarum]	22	200	transporter
gnl|TC-DB|P77279|3.A.1.139.2	3.A.1.139.2	Iron	Fe2+	EX_cpd10515_e0	rxn05555,rxn08472	gnl|TC-DB|P77279|3.A.1.139.2	26.2	1.5e-16	69.7	88.4	WP_014894969.1 Fe-S cluster assembly ATPase SufC [Candidatus Portiera aleyrodidarum]	1	212	transporter
gnl|TC-DB|P77279|3.A.1.139.2	3.A.1.139.2	Iron	Fe3+	EX_cpd10516_e0	rxn05195,rxn08477,rxn34370	gnl|TC-DB|P77279|3.A.1.139.2	26.2	1.5e-16	69.7	88.4	WP_014894969.1 Fe-S cluster assembly ATPase SufC [Candidatus Portiera aleyrodidarum]	1	212	transporter
gnl|TC-DB|P15031|3.A.1.14.1	3.A.1.14.1	Iron	Fe2+	EX_cpd10515_e0	rxn05555,rxn08472	gnl|TC-DB|P15031|3.A.1.14.1	23.3	1.43e-16	71.2	88.6	WP_014894974.1 ABC transporter ATP-binding protein [Candidatus Portiera aleyrodidarum]	22	241	transporter
gnl|TC-DB|P15031|3.A.1.14.1	3.A.1.14.1	Iron	Fe3+	EX_cpd10516_e0	rxn05195,rxn08477,rxn34370	gnl|TC-DB|P15031|3.A.1.14.1	23.3	1.43e-16	71.2	88.6	WP_014894974.1 ABC transporter ATP-binding protein [Candidatus Portiera aleyrodidarum]	22	241	transporter
gnl|TC-DB|P15031|3.A.1.14.1	3.A.1.14.1	Iron	Fe2+	EX_cpd10515_e0	rxn05555,rxn08472	gnl|TC-DB|P15031|3.A.1.14.1	22.2	5.29e-10	51.6	76.1	WP_014894969.1 Fe-S cluster assembly ATPase SufC [Candidatus Portiera aleyrodidarum]	2	203	transporter
gnl|TC-DB|P15031|3.A.1.14.1	3.A.1.14.1	Iron	Fe3+	EX_cpd10516_e0	rxn05195,rxn08477,rxn34370	gnl|TC-DB|P15031|3.A.1.14.1	22.2	5.29e-10	51.6	76.1	WP_014894969.1 Fe-S cluster assembly ATPase SufC [Candidatus Portiera aleyrodidarum]	2	203	transporter
gnl|TC-DB|Q57399|3.A.1.14.11	3.A.1.14.11	Molybdate	Molybdate	EX_cpd11574_e0	rxn05619,rxn08955	gnl|TC-DB|Q57399|3.A.1.14.11	24.4	2.17e-21	84.7	79.4	WP_014894974.1 ABC transporter ATP-binding protein [Candidatus Portiera aleyrodidarum]	5	213	transporter
gnl|TC-DB|Q9RK11|3.A.1.14.13	3.A.1.14.13	Iron	Fe2+	EX_cpd10515_e0	rxn05555,rxn08472	gnl|TC-DB|Q9RK11|3.A.1.14.13	22	2.46e-08	47	76	WP_014894969.1 Fe-S cluster assembly ATPase SufC [Candidatus Portiera aleyrodidarum]	2	228	transporter
gnl|TC-DB|Q9RK11|3.A.1.14.13	3.A.1.14.13	Iron	Fe3+	EX_cpd10516_e0	rxn05195,rxn08477,rxn34370	gnl|TC-DB|Q9RK11|3.A.1.14.13	22	2.46e-08	47	76	WP_014894969.1 Fe-S cluster assembly ATPase SufC [Candidatus Portiera aleyrodidarum]	2	228	transporter
gnl|TC-DB|Q9A197|3.A.1.14.14	3.A.1.14.14	Iron	Fe2+	EX_cpd10515_e0	rxn05555,rxn08472	gnl|TC-DB|Q9A197|3.A.1.14.14	24	1.96e-18	76.6	98.8	WP_014894974.1 ABC transporter ATP-binding protein [Candidatus Portiera aleyrodidarum]	6	254	transporter
gnl|TC-DB|Q9A197|3.A.1.14.14	3.A.1.14.14	Iron	Fe3+	EX_cpd10516_e0	rxn05195,rxn08477,rxn34370	gnl|TC-DB|Q9A197|3.A.1.14.14	24	1.96e-18	76.6	98.8	WP_014894974.1 ABC transporter ATP-binding protein [Candidatus Portiera aleyrodidarum]	6	254	transporter
gnl|TC-DB|Q9A197|3.A.1.14.14	3.A.1.14.14	Iron	Fe2+	EX_cpd10515_e0	rxn05555,rxn08472	gnl|TC-DB|Q9A197|3.A.1.14.14	24.1	6.1e-09	48.5	75	WP_014894969.1 Fe-S cluster assembly ATPase SufC [Candidatus Portiera aleyrodidarum]	2	203	transporter
gnl|TC-DB|Q9A197|3.A.1.14.14	3.A.1.14.14	Iron	Fe3+	EX_cpd10516_e0	rxn05195,rxn08477,rxn34370	gnl|TC-DB|Q9A197|3.A.1.14.14	24.1	6.1e-09	48.5	75	WP_014894969.1 Fe-S cluster assembly ATPase SufC [Candidatus Portiera aleyrodidarum]	2	203	transporter
gnl|TC-DB|Q9S215|3.A.1.14.22	3.A.1.14.22	Iron	Fe2+	EX_cpd10515_e0	rxn05555,rxn08472	gnl|TC-DB|Q9S215|3.A.1.14.22	23.6	5.99e-17	73.2	75.1	WP_014894974.1 ABC transporter ATP-binding protein [Candidatus Portiera aleyrodidarum]	6	227	transporter
gnl|TC-DB|Q9S215|3.A.1.14.22	3.A.1.14.22	Iron	Fe3+	EX_cpd10516_e0	rxn05195,rxn08477,rxn34370	gnl|TC-DB|Q9S215|3.A.1.14.22	23.6	5.99e-17	73.2	75.1	WP_014894974.1 ABC transporter ATP-binding protein [Candidatus Portiera aleyrodidarum]	6	227	transporter
gnl|TC-DB|P72592|3.A.1.14.24	3.A.1.14.24	Iron	Fe2+	EX_cpd10515_e0	rxn05555,rxn08472	gnl|TC-DB|P72592|3.A.1.14.24	24.1	9.46e-17	72	89.9	WP_014894974.1 ABC transporter ATP-binding protein [Candidatus Portiera aleyrodidarum]	4	239	transporter
gnl|TC-DB|P72592|3.A.1.14.24	3.A.1.14.24	Iron	Fe3+	EX_cpd10516_e0	rxn05195,rxn08477,rxn34370	gnl|TC-DB|P72592|3.A.1.14.24	24.1	9.46e-17	72	89.9	WP_014894974.1 ABC transporter ATP-binding protein [Candidatus Portiera aleyrodidarum]	4	239	transporter
gnl|TC-DB|P72592|3.A.1.14.24	3.A.1.14.24	Iron	Fe2+	EX_cpd10515_e0	rxn05555,rxn08472	gnl|TC-DB|P72592|3.A.1.14.24	23.9	3.06e-07	43.5	76.5	WP_014894969.1 Fe-S cluster assembly ATPase SufC [Candidatus Portiera aleyrodidarum]	16	228	transporter
gnl|TC-DB|P72592|3.A.1.14.24	3.A.1.14.24	Iron	Fe3+	EX_cpd10516_e0	rxn05195,rxn08477,rxn34370	gnl|TC-DB|P72592|3.A.1.14.24	23.9	3.06e-07	43.5	76.5	WP_014894969.1 Fe-S cluster assembly ATPase SufC [Candidatus Portiera aleyrodidarum]	16	228	transporter
gnl|TC-DB|Q5SKA0|3.A.1.14.26	3.A.1.14.26	cyanocob(III)alamin	Vitamin B12	EX_cpd03424_e0	rxn05187	gnl|TC-DB|Q5SKA0|3.A.1.14.26	23.8	7.02e-17	72	84.8	WP_014894974.1 ABC transporter ATP-binding protein [Candidatus Portiera aleyrodidarum]	20	228	transporter
gnl|TC-DB|P07821|3.A.1.14.3	3.A.1.14.3	Ferrichrome	Ferrichrome	EX_cpd03724_e0	rxn05188,rxn08493	gnl|TC-DB|P07821|3.A.1.14.3	24.4	6.72e-15	66.6	75.8	WP_014894974.1 ABC transporter ATP-binding protein [Candidatus Portiera aleyrodidarum]	22	217	transporter
gnl|TC-DB|Q9X665|3.A.1.14.7	3.A.1.14.7	Ferrichrome	Ferrichrome	EX_cpd03724_e0	rxn05188,rxn08493	gnl|TC-DB|Q9X665|3.A.1.14.7	26.2	2.14e-18	76.6	83.4	WP_014894974.1 ABC transporter ATP-binding protein [Candidatus Portiera aleyrodidarum]	13	228	transporter
gnl|TC-DB|Q55281|3.A.1.15.1	3.A.1.15.1	Manganese	Mn2+	EX_cpd00030_e0	rxn05149	gnl|TC-DB|Q55281|3.A.1.15.1	24.7	1.57e-19	79.7	83.1	WP_014894974.1 ABC transporter ATP-binding protein [Candidatus Portiera aleyrodidarum]	1	213	transporter
gnl|TC-DB|A1IQK5|3.A.1.15.10	3.A.1.15.10	Manganese	Mn2+	EX_cpd00030_e0	rxn05149	gnl|TC-DB|A1IQK5|3.A.1.15.10	22.5	5.29e-13	60.8	83.7	WP_014894974.1 ABC transporter ATP-binding protein [Candidatus Portiera aleyrodidarum]	3	216	transporter
gnl|TC-DB|A1IQK5|3.A.1.15.10	3.A.1.15.10	Zinc	Zn2+	EX_cpd00034_e0	rxn05150,rxn09388,rxn09392,rxn13918	gnl|TC-DB|A1IQK5|3.A.1.15.10	22.5	5.29e-13	60.8	83.7	WP_014894974.1 ABC transporter ATP-binding protein [Candidatus Portiera aleyrodidarum]	3	216	transporter
gnl|TC-DB|A1IQK5|3.A.1.15.10	3.A.1.15.10	Manganese	Mn2+	EX_cpd00030_e0	rxn05149	gnl|TC-DB|A1IQK5|3.A.1.15.10	21.2	6.83e-06	39.3	86.1	WP_014894969.1 Fe-S cluster assembly ATPase SufC [Candidatus Portiera aleyrodidarum]	4	235	transporter
gnl|TC-DB|A1IQK5|3.A.1.15.10	3.A.1.15.10	Zinc	Zn2+	EX_cpd00034_e0	rxn05150,rxn09388,rxn09392,rxn13918	gnl|TC-DB|A1IQK5|3.A.1.15.10	21.2	6.83e-06	39.3	86.1	WP_014894969.1 Fe-S cluster assembly ATPase SufC [Candidatus Portiera aleyrodidarum]	4	235	transporter
gnl|TC-DB|O34946|3.A.1.15.11	3.A.1.15.11	Zinc	Zn2+	EX_cpd00034_e0	rxn05150,rxn09388,rxn09392,rxn13918	gnl|TC-DB|O34946|3.A.1.15.11	30.3	1.44e-28	103	84.8	WP_014894974.1 ABC transporter ATP-binding protein [Candidatus Portiera aleyrodidarum]	22	214	transporter
gnl|TC-DB|O34946|3.A.1.15.11	3.A.1.15.11	Zinc	Zn2+	EX_cpd00034_e0	rxn05150,rxn09388,rxn09392,rxn13918	gnl|TC-DB|O34946|3.A.1.15.11	24.9	1.9e-11	55.5	84	WP_014894969.1 Fe-S cluster assembly ATPase SufC [Candidatus Portiera aleyrodidarum]	1	203	transporter
gnl|TC-DB|O84071|3.A.1.15.12	3.A.1.15.12	Iron	Fe2+	EX_cpd10515_e0	rxn05555,rxn08472	gnl|TC-DB|O84071|3.A.1.15.12	26.5	4.53e-15	67	79.9	WP_014894974.1 ABC transporter ATP-binding protein [Candidatus Portiera aleyrodidarum]	22	228	transporter
gnl|TC-DB|O84071|3.A.1.15.12	3.A.1.15.12	Iron	Fe3+	EX_cpd10516_e0	rxn05195,rxn08477,rxn34370	gnl|TC-DB|O84071|3.A.1.15.12	26.5	4.53e-15	67	79.9	WP_014894974.1 ABC transporter ATP-binding protein [Candidatus Portiera aleyrodidarum]	22	228	transporter
gnl|TC-DB|O84071|3.A.1.15.12	3.A.1.15.12	Iron	Fe2+	EX_cpd10515_e0	rxn05555,rxn08472	gnl|TC-DB|O84071|3.A.1.15.12	24.2	3.61e-11	55.1	81.9	WP_014894969.1 Fe-S cluster assembly ATPase SufC [Candidatus Portiera aleyrodidarum]	4	228	transporter
gnl|TC-DB|O84071|3.A.1.15.12	3.A.1.15.12	Iron	Fe3+	EX_cpd10516_e0	rxn05195,rxn08477,rxn34370	gnl|TC-DB|O84071|3.A.1.15.12	24.2	3.61e-11	55.1	81.9	WP_014894969.1 Fe-S cluster assembly ATPase SufC [Candidatus Portiera aleyrodidarum]	4	228	transporter
gnl|TC-DB|B2IWT0|3.A.1.15.13	3.A.1.15.13	Zinc	Zn2+	EX_cpd00034_e0	rxn05150,rxn09388,rxn09392,rxn13918	gnl|TC-DB|B2IWT0|3.A.1.15.13	26.7	1.19e-20	82.8	92.2	WP_014894974.1 ABC transporter ATP-binding protein [Candidatus Portiera aleyrodidarum]	6	227	transporter
gnl|TC-DB|Q97PG9|3.A.1.15.14	3.A.1.15.14	Manganese	Mn2+	EX_cpd00030_e0	rxn05149	gnl|TC-DB|Q97PG9|3.A.1.15.14	29	1.67e-17	73.6	86.3	WP_014894974.1 ABC transporter ATP-binding protein [Candidatus Portiera aleyrodidarum]	6	213	transporter
gnl|TC-DB|Q97PG9|3.A.1.15.14	3.A.1.15.14	Manganese	Mn2+	EX_cpd00030_e0	rxn05149	gnl|TC-DB|Q97PG9|3.A.1.15.14	23	1.24e-08	47.4	89.2	WP_014894969.1 Fe-S cluster assembly ATPase SufC [Candidatus Portiera aleyrodidarum]	1	228	transporter
gnl|TC-DB|G0LRW9|3.A.1.15.15	3.A.1.15.15	Manganese	Mn2+	EX_cpd00030_e0	rxn05149	gnl|TC-DB|G0LRW9|3.A.1.15.15	27.3	3.96e-18	75.5	81.4	WP_014894974.1 ABC transporter ATP-binding protein [Candidatus Portiera aleyrodidarum]	14	213	transporter
gnl|TC-DB|G0LRW9|3.A.1.15.15	3.A.1.15.15	Manganese	Mn2+	EX_cpd00030_e0	rxn05149	gnl|TC-DB|G0LRW9|3.A.1.15.15	27.5	4.77e-14	63.2	77.7	WP_014894969.1 Fe-S cluster assembly ATPase SufC [Candidatus Portiera aleyrodidarum]	1	203	transporter
gnl|TC-DB|658118070|3.A.1.15.16	3.A.1.15.16	Manganese	Mn2+	EX_cpd00030_e0	rxn05149	gnl|TC-DB|658118070|3.A.1.15.16	25.4	9.3e-13	59.3	88.1	WP_014894974.1 ABC transporter ATP-binding protein [Candidatus Portiera aleyrodidarum]	9	200	transporter
gnl|TC-DB|658118070|3.A.1.15.16	3.A.1.15.16	Zinc	Zn2+	EX_cpd00034_e0	rxn05150,rxn09388,rxn09392,rxn13918	gnl|TC-DB|658118070|3.A.1.15.16	25.4	9.3e-13	59.3	88.1	WP_014894974.1 ABC transporter ATP-binding protein [Candidatus Portiera aleyrodidarum]	9	200	transporter
gnl|TC-DB|658118070|3.A.1.15.16	3.A.1.15.16	Iron	Fe2+	EX_cpd10515_e0	rxn05555,rxn08472	gnl|TC-DB|658118070|3.A.1.15.16	25.4	9.3e-13	59.3	88.1	WP_014894974.1 ABC transporter ATP-binding protein [Candidatus Portiera aleyrodidarum]	9	200	transporter
gnl|TC-DB|658118070|3.A.1.15.16	3.A.1.15.16	Iron	Fe3+	EX_cpd10516_e0	rxn05195,rxn08477,rxn34370	gnl|TC-DB|658118070|3.A.1.15.16	25.4	9.3e-13	59.3	88.1	WP_014894974.1 ABC transporter ATP-binding protein [Candidatus Portiera aleyrodidarum]	9	200	transporter
gnl|TC-DB|658118070|3.A.1.15.16	3.A.1.15.16	Manganese	Mn2+	EX_cpd00030_e0	rxn05149	gnl|TC-DB|658118070|3.A.1.15.16	23.7	7.97e-07	41.6	80.5	WP_014894969.1 Fe-S cluster assembly ATPase SufC [Candidatus Portiera aleyrodidarum]	16	203	transporter
gnl|TC-DB|658118070|3.A.1.15.16	3.A.1.15.16	Zinc	Zn2+	EX_cpd00034_e0	rxn05150,rxn09388,rxn09392,rxn13918	gnl|TC-DB|658118070|3.A.1.15.16	23.7	7.97e-07	41.6	80.5	WP_014894969.1 Fe-S cluster assembly ATPase SufC [Candidatus Portiera aleyrodidarum]	16	203	transporter
gnl|TC-DB|658118070|3.A.1.15.16	3.A.1.15.16	Iron	Fe2+	EX_cpd10515_e0	rxn05555,rxn08472	gnl|TC-DB|658118070|3.A.1.15.16	23.7	7.97e-07	41.6	80.5	WP_014894969.1 Fe-S cluster assembly ATPase SufC [Candidatus Portiera aleyrodidarum]	16	203	transporter
gnl|TC-DB|658118070|3.A.1.15.16	3.A.1.15.16	Iron	Fe3+	EX_cpd10516_e0	rxn05195,rxn08477,rxn34370	gnl|TC-DB|658118070|3.A.1.15.16	23.7	7.97e-07	41.6	80.5	WP_014894969.1 Fe-S cluster assembly ATPase SufC [Candidatus Portiera aleyrodidarum]	16	203	transporter
